变量名,类型/位号,读位置,写位置,用途推断,相关轴号,风险说明
PrevAcc,local real,1st.prg:30;1st.prg:142;1st.prg:728;1st.prg:1947;1st.prg:2059;1st.prg:2640;1st.prg:2752;1st.prg:3333;1st.prg:3445;1st.prg:4026;1st.prg:4138;1st.prg:4719;1st.prg:4831;1st.prg:5412;1st.prg:5524,1st.prg:70;1st.prg:1987;1st.prg:2680;1st.prg:3373;1st.prg:4066;1st.prg:4759;1st.prg:5452,运动参数/速度曲线,,高
PrevDec,local real,1st.prg:30;1st.prg:143;1st.prg:728;1st.prg:1947;1st.prg:2060;1st.prg:2640;1st.prg:2753;1st.prg:3333;1st.prg:3446;1st.prg:4026;1st.prg:4139;1st.prg:4719;1st.prg:4832;1st.prg:5412;1st.prg:5525,1st.prg:71;1st.prg:1988;1st.prg:2681;1st.prg:3374;1st.prg:4067;1st.prg:4760;1st.prg:5453,运动参数/速度曲线,,高
PrevJerk,local real,1st.prg:30;1st.prg:145;1st.prg:728;1st.prg:1947;1st.prg:2062;1st.prg:2640;1st.prg:2755;1st.prg:3333;1st.prg:3448;1st.prg:4026;1st.prg:4141;1st.prg:4719;1st.prg:4834;1st.prg:5412;1st.prg:5527,1st.prg:73;1st.prg:1990;1st.prg:2683;1st.prg:3376;1st.prg:4069;1st.prg:4762;1st.prg:5455,运动参数/速度曲线,,高
PrevKDec,local real,1st.prg:30;1st.prg:144;1st.prg:728;1st.prg:1947;1st.prg:2061;1st.prg:2640;1st.prg:2754;1st.prg:3333;1st.prg:3447;1st.prg:4026;1st.prg:4140;1st.prg:4719;1st.prg:4833;1st.prg:5412;1st.prg:5526,1st.prg:72;1st.prg:1989;1st.prg:2682;1st.prg:3375;1st.prg:4068;1st.prg:4761;1st.prg:5454,运动参数/速度曲线,,高
PrevVel,local real,1st.prg:30;1st.prg:728;1st.prg:1947;1st.prg:2640;1st.prg:3333;1st.prg:4026;1st.prg:4719;1st.prg:5412,,运动参数/速度曲线,,高
QCM_StatusWord,global int,1st.prg:7288;1st.prg:7346;1st.prg:7400;1st.prg:7543,1st.prg:7345;1st.prg:7542,通用控制变量,,中
QcmAxis,unknown unknown,1st.prg:7637;1st.prg:7643;1st.prg:7657;1st.prg:7659;1st.prg:7661;1st.prg:7669;1st.prg:7670;1st.prg:7671;1st.prg:7672;1st.prg:7673;1st.prg:7674;1st.prg:7675;1st.prg:7676;1st.prg:7677;1st.prg:7678;1st.prg:7679;1st.prg:7680;1st.prg:7681;1st.prg:7682;1st.prg:7683;1st.prg:7684;1st.prg:7685;1st.prg:7691;1st.prg:7697;1st.prg:7703;1st.prg:7710;1st.prg:7718,1st.prg:7635,通用控制变量,,中
ROBOTAXISNUMH,global int,1st.prg:7972;1st.prg:7984;1st.prg:7999;1st.prg:8015;1st.prg:8253;1st.prg:8348;1st.prg:8350;1st.prg:8352;1st.prg:8379;1st.prg:8381;1st.prg:8382;1st.prg:8383;1st.prg:8384;1st.prg:8387;1st.prg:8388;1st.prg:8390;1st.prg:8392;1st.prg:8393;1st.prg:8394;1st.prg:8395;1st.prg:8398;1st.prg:8399;1st.prg:8402;1st.prg:8407;1st.prg:8411;1st.prg:8418;1st.prg:8425;1st.prg:8448;1st.prg:8452;1st.prg:8500;1st.prg:8502;1st.prg:8504;1st.prg:8508;1st.prg:8514;1st.prg:8516;1st.prg:8571;1st.prg:8573;1st.prg:8592;1st.prg:8594;1st.prg:8658;1st.prg:8696;1st.prg:8943;1st.prg:10008;1st.prg:10009;1st.prg:10011;1st.prg:10013;1st.prg:10015;1st.prg:10024;1st.prg:10026;1st.prg:10027;1st.prg:10120;1st.prg:10442;1st.prg:10443;1st.prg:10444;1st.prg:10557;1st.prg:10752;1st.prg:11418,1st.prg:8935;1st.prg:8939,通用控制变量,,中
ROBOTAXISNUML,global int,1st.prg:7972;1st.prg:7984;1st.prg:7999;1st.prg:8015;1st.prg:8170;1st.prg:8253;1st.prg:8301;1st.prg:8304;1st.prg:8311;1st.prg:8348;1st.prg:8350;1st.prg:8353;1st.prg:8380;1st.prg:8382;1st.prg:8384;1st.prg:8388;1st.prg:8391;1st.prg:8393;1st.prg:8395;1st.prg:8399;1st.prg:8402;1st.prg:8408;1st.prg:8418;1st.prg:8425;1st.prg:8438;1st.prg:8439;1st.prg:8448;1st.prg:8451;1st.prg:8454;1st.prg:8459;1st.prg:8501;1st.prg:8502;1st.prg:8503;1st.prg:8504;1st.prg:8505;1st.prg:8508;1st.prg:8509;1st.prg:8514;1st.prg:8517;1st.prg:8519;1st.prg:8524;1st.prg:8531;1st.prg:8535;1st.prg:8536;1st.prg:8550;1st.prg:8554;1st.prg:8556;1st.prg:8571;1st.prg:8573;1st.prg:8592;1st.prg:8594;1st.prg:8655;1st.prg:8656;1st.prg:8658;1st.prg:8661;1st.prg:8663;1st.prg:8693;1st.prg:8694;1st.prg:8696;1st.prg:8698;1st.prg:8700;1st.prg:8723;1st.prg:8724;1st.prg:8725;1st.prg:8726;1st.prg:8727;1st.prg:8728;1st.prg:8729;1st.prg:8730;1st.prg:8731;1st.prg:8732;1st.prg:8733;1st.prg:8734;1st.prg:8735;1st.prg:8736;1st.prg:8738;1st.prg:8739;1st.prg:8747;1st.prg:8748;1st.prg:8749;1st.prg:8750;1st.prg:8751;1st.prg:8752;1st.prg:8753;1st.prg:8754;1st.prg:8755;1st.prg:8756;1st.prg:8757;1st.prg:8758;1st.prg:8759;1st.prg:8760;1st.prg:8762;1st.prg:8763;1st.prg:8771;1st.prg:8772;1st.prg:8773;1st.prg:8774;1st.prg:8775;1st.prg:8776;1st.prg:8780;1st.prg:8781;1st.prg:8782;1st.prg:8783;1st.prg:8784;1st.prg:8785;1st.prg:8786;1st.prg:8787;1st.prg:8944;1st.prg:10008;1st.prg:10010;1st.prg:10012;1st.prg:10014;1st.prg:10016;1st.prg:10024;1st.prg:10026;1st.prg:10028;1st.prg:10035;1st.prg:10111;1st.prg:10112;1st.prg:10118;1st.prg:10119;1st.prg:10124;1st.prg:10391;1st.prg:10393;1st.prg:10398;1st.prg:10403;1st.prg:10404;1st.prg:10407;1st.prg:10408;1st.prg:10410;1st.prg:10417;1st.prg:10420;1st.prg:10421;1st.prg:10423;1st.prg:10428;1st.prg:10432;1st.prg:10437;1st.prg:10441;1st.prg:10443;1st.prg:10445;1st.prg:10454;1st.prg:10462;1st.prg:10483;1st.prg:10485;1st.prg:10491;1st.prg:10495;1st.prg:10497;1st.prg:10503;1st.prg:10508;1st.prg:10510;1st.prg:10513;1st.prg:10517;1st.prg:10523;1st.prg:10526;1st.prg:10531;1st.prg:10532;1st.prg:10534;1st.prg:10536;1st.prg:10537;1st.prg:10538;1st.prg:10541;1st.prg:10554;1st.prg:10556;1st.prg:10682;1st.prg:10684;1st.prg:10691;1st.prg:10694;1st.prg:10695;1st.prg:10700;1st.prg:10701;1st.prg:10705;1st.prg:10706;1st.prg:10711;1st.prg:10712;1st.prg:10717;1st.prg:10719;1st.prg:10732;1st.prg:10734;1st.prg:10738;1st.prg:10739;1st.prg:10740;1st.prg:10743;1st.prg:10751;1st.prg:10752;1st.prg:10758;1st.prg:10760;1st.prg:10762;1st.prg:10764;1st.prg:10774;1st.prg:10776;1st.prg:10782;1st.prg:10795;1st.prg:10801;1st.prg:10803;1st.prg:10804;1st.prg:10805;1st.prg:10818;1st.prg:10819;1st.prg:10824;1st.prg:10825;1st.prg:10828;1st.prg:11419,1st.prg:8936;1st.prg:8940,通用控制变量,,中
RPOS,unknown unknown,1st.prg:11078;1st.prg:11080,1st.prg:10759;1st.prg:10760;1st.prg:10804,通用控制变量,,中
RampRate,global real,1st.prg:6901;1st.prg:7049;1st.prg:7051;1st.prg:7061;1st.prg:7063;1st.prg:8846;1st.prg:9507;1st.prg:10848;1st.prg:10915;1st.prg:10952;1st.prg:10959;1st.prg:10970;1st.prg:10973;1st.prg:10976;1st.prg:10979;1st.prg:10982;1st.prg:10985;1st.prg:10988;1st.prg:11037;1st.prg:11048;1st.prg:11053;1st.prg:11056;1st.prg:11062;1st.prg:11064;1st.prg:11071;1st.prg:11073;1st.prg:11088;1st.prg:11091;1st.prg:11098;1st.prg:11100;1st.prg:11234;1st.prg:11235,1st.prg:10903;1st.prg:10904;1st.prg:10905;1st.prg:10906;1st.prg:10907;1st.prg:10908;1st.prg:10909;1st.prg:10910;1st.prg:10938;1st.prg:10939;1st.prg:10940;1st.prg:10941;1st.prg:10942;1st.prg:10943;1st.prg:10944;1st.prg:10945;1st.prg:10954,运动参数/速度曲线,,中
RampRateRatio,local real,1st.prg:1401,,运动参数/速度曲线,,中
RampingVel,local real,1st.prg:1398,,运动参数/速度曲线,,高
ReadFunctionCode,local int,1st.prg:6799;1st.prg:6813;1st.prg:6840,1st.prg:6806,局部计算/临时变量,,低
ReadRequest,local int,1st.prg:6797;1st.prg:6837,1st.prg:6812;1st.prg:6813;1st.prg:6814;1st.prg:6815,局部计算/临时变量,,低
ReadResponse,local int,1st.prg:6797;1st.prg:6838;1st.prg:6840;1st.prg:6841;1st.prg:6842;1st.prg:6843;1st.prg:6844;1st.prg:6845;1st.prg:6846,,设定值/目标位置,,高
RealRobotAngle,global real,1st.prg:8212;1st.prg:10369;1st.prg:10438;1st.prg:10440;1st.prg:10450;1st.prg:10452;1st.prg:10458;1st.prg:10460,1st.prg:8660,通用控制变量,,中
Revision_number,global real,1st.prg:8828;1st.prg:8925,1st.prg:8923,通用控制变量,,中
RobotAngle,local real,1st.prg:8228,,局部计算/临时变量,,低
RobotArmExtHomeOffset,global real,1st.prg:8220;1st.prg:8262;1st.prg:8317;1st.prg:8318;1st.prg:8437,1st.prg:8234;1st.prg:8290;1st.prg:8292,通用控制变量,,中
RobotExtIsHoming,global int,1st.prg:7965;1st.prg:7978;1st.prg:8009;1st.prg:8207;1st.prg:8287;1st.prg:8653;1st.prg:10667,1st.prg:10673;1st.prg:10832,通用控制变量,,中
RobotExtTargetPrev,global real,1st.prg:8209;1st.prg:8265;1st.prg:8320;1st.prg:8328;1st.prg:8350;1st.prg:8856;1st.prg:10370;1st.prg:10671,1st.prg:8254;1st.prg:8262;1st.prg:8420;1st.prg:8432;1st.prg:10034;1st.prg:10550;1st.prg:10808,通用控制变量,,中
RobotNormalMode,global int,1st.prg:10371,1st.prg:10555,通用控制变量,,中
RobotROTTargetPrev,global real,1st.prg:8208;1st.prg:8267;1st.prg:8269;1st.prg:8340;1st.prg:8342;1st.prg:8448;1st.prg:8549;1st.prg:8855;1st.prg:10369;1st.prg:10670,1st.prg:8256;1st.prg:8258;1st.prg:8261;1st.prg:8526;1st.prg:8539;1st.prg:8543;1st.prg:10040;1st.prg:10046;1st.prg:10549,通用控制变量,,中
RobotRotIsHoming,global int,1st.prg:7966;1st.prg:7992;1st.prg:8207;1st.prg:8287;1st.prg:8569;1st.prg:10372,1st.prg:10380;1st.prg:10561,通用控制变量,,中
RotAxisAngleBeforeRot,global real,1st.prg:8248;1st.prg:8471;1st.prg:8492,1st.prg:8455;1st.prg:8457;1st.prg:8461;1st.prg:8464;1st.prg:8465,通用控制变量,,中
RotHomeOffset,local real,1st.prg:10377,1st.prg:10390,局部计算/临时变量,,低
S01_Power_failure,global int,1st.prg:6140;1st.prg:6358,1st.prg:6329,通用控制变量,,中
S08_PCBox_Communications_Failure,global int,1st.prg:6141;1st.prg:6358,1st.prg:6330,通用控制变量,,中
S09_MC_Trouble,global int,1st.prg:6142;1st.prg:6358,1st.prg:6331,通用控制变量,,中
S0_EMO_activated,global int,1st.prg:6139;1st.prg:6358,1st.prg:6328,通用控制变量,,中
S14_WaterOZ_leakage_detected,global int,1st.prg:6143;1st.prg:6358,1st.prg:6332,通用控制变量,,中
S16_Refrigerator_failure,global int,1st.prg:6145;1st.prg:6358,1st.prg:6334,通用控制变量,,中
S19_Exhaust_down,global int,1st.prg:6146;1st.prg:6358,1st.prg:6335,通用控制变量,,中
S20_Pneumatic_down,global int,1st.prg:6147;1st.prg:6358,1st.prg:6336,通用控制变量,,中
S23_Water_flow_down,global int,1st.prg:6148;1st.prg:6358,1st.prg:6337,通用控制变量,,中
S36_External_Alarm_Signal_Detect,global int,1st.prg:6150;1st.prg:6358,1st.prg:6339,通用控制变量,,中
S42_Ozone_excessive_pressure,global int,1st.prg:6151;1st.prg:6358,1st.prg:6340,压力控制相关,,中
SAFIN(CARZ_AxisNum).#LL,special bit,1st.prg:7596,,通用控制变量,CARZ_AxisNum,中
SAFIN(CARZ_PM2_AxisNum).#LL,special bit,1st.prg:6863,,通用控制变量,CARZ_PM2_AxisNum,中
SAFIN(CARZ_PM_AxisNum).#LL,special bit,1st.prg:6856,,通用控制变量,CARZ_PM_AxisNum,中
SAFIN(iAxisNum).#LL,special bit,1st.prg:379;1st.prg:381;1st.prg:395;1st.prg:402;1st.prg:986;1st.prg:988;1st.prg:1002;1st.prg:1009;1st.prg:2296;1st.prg:2298;1st.prg:2312;1st.prg:2319;1st.prg:2989;1st.prg:2991;1st.prg:3005;1st.prg:3012;1st.prg:3682;1st.prg:3684;1st.prg:3698;1st.prg:3705;1st.prg:4375;1st.prg:4377;1st.prg:4391;1st.prg:4398;1st.prg:5068;1st.prg:5070;1st.prg:5084;1st.prg:5091;1st.prg:5761;1st.prg:5763;1st.prg:5777;1st.prg:5784,,通用控制变量,iAxisNum,中
SLLIMIT,unknown unknown,,1st.prg:9162;1st.prg:9172;1st.prg:9191,通用控制变量,,高
SP,global real,1st.prg:6643;1st.prg:6903;1st.prg:7132;1st.prg:7139;1st.prg:7145;1st.prg:7624;1st.prg:8844;1st.prg:9431;1st.prg:9432;1st.prg:9433;1st.prg:9434;1st.prg:10291;1st.prg:10330;1st.prg:10848;1st.prg:11037;1st.prg:11046;1st.prg:11048;1st.prg:11049;1st.prg:11053;1st.prg:11055;1st.prg:11062;1st.prg:11063;1st.prg:11070;1st.prg:11072;1st.prg:11082;1st.prg:11090;1st.prg:11098;1st.prg:11099,1st.prg:10032;1st.prg:10038;1st.prg:10044;1st.prg:10060;1st.prg:10064;1st.prg:10068;1st.prg:10072;1st.prg:10076;1st.prg:10080;1st.prg:10084;1st.prg:10088;1st.prg:10189;1st.prg:10193;1st.prg:10197;1st.prg:10201;1st.prg:10205;1st.prg:10209;1st.prg:10213;1st.prg:10217;1st.prg:10240;1st.prg:10244;1st.prg:10248;1st.prg:10252;1st.prg:10256;1st.prg:10260;1st.prg:10264;1st.prg:10268;1st.prg:10955;1st.prg:11030;1st.prg:11033;1st.prg:11124;1st.prg:11129;1st.prg:11134;1st.prg:11139;1st.prg:11144;1st.prg:11149;1st.prg:11154;1st.prg:11159,设定值/目标位置,,高
SP_Axis,global int,1st.prg:8042;1st.prg:8044;1st.prg:8047;1st.prg:8050;1st.prg:8053;1st.prg:8056;1st.prg:8059;1st.prg:8062;1st.prg:8065;1st.prg:8068;1st.prg:8082;1st.prg:8111;1st.prg:8115;1st.prg:8116;1st.prg:8118;1st.prg:8119;1st.prg:8141;1st.prg:8142;1st.prg:8144;1st.prg:8145;1st.prg:8155;1st.prg:8156;1st.prg:8158;1st.prg:8160;1st.prg:8161;1st.prg:8167;1st.prg:8178;1st.prg:8180;1st.prg:8181;1st.prg:8182;1st.prg:8183;1st.prg:8184;1st.prg:8185;1st.prg:8189;1st.prg:8190,1st.prg:8090;1st.prg:8170,设定值/目标位置,,高
SP_Direction,local real,1st.prg:24;1st.prg:127;1st.prg:192;1st.prg:193;1st.prg:722;1st.prg:1941;1st.prg:2044;1st.prg:2109;1st.prg:2110;1st.prg:2634;1st.prg:2737;1st.prg:2802;1st.prg:2803;1st.prg:3327;1st.prg:3430;1st.prg:3495;1st.prg:3496;1st.prg:4020;1st.prg:4123;1st.prg:4188;1st.prg:4189;1st.prg:4713;1st.prg:4816;1st.prg:4881;1st.prg:4882;1st.prg:5406;1st.prg:5509;1st.prg:5574;1st.prg:5575;1st.prg:8083;1st.prg:8155;1st.prg:8181;1st.prg:8182,1st.prg:68;1st.prg:95;1st.prg:1985;1st.prg:2012;1st.prg:2678;1st.prg:2705;1st.prg:3371;1st.prg:3398;1st.prg:4064;1st.prg:4091;1st.prg:4757;1st.prg:4784;1st.prg:5450;1st.prg:5477;1st.prg:8095;1st.prg:8121,设定值/目标位置,,高
SP_Drive,local real,1st.prg:27;1st.prg:116;1st.prg:117;1st.prg:725;1st.prg:1944;1st.prg:2033;1st.prg:2034;1st.prg:2637;1st.prg:2726;1st.prg:2727;1st.prg:3330;1st.prg:3419;1st.prg:3420;1st.prg:4023;1st.prg:4112;1st.prg:4113;1st.prg:4716;1st.prg:4805;1st.prg:4806;1st.prg:5409;1st.prg:5498;1st.prg:5499;1st.prg:8086;1st.prg:8144;1st.prg:8145,1st.prg:64;1st.prg:1981;1st.prg:2674;1st.prg:3367;1st.prg:4060;1st.prg:4753;1st.prg:5446;1st.prg:8091,设定值/目标位置,,高
SP_Fail_Code,local int,1st.prg:76;1st.prg:139;1st.prg:140;1st.prg:189;1st.prg:195;1st.prg:1993;1st.prg:2056;1st.prg:2057;1st.prg:2106;1st.prg:2112;1st.prg:2686;1st.prg:2749;1st.prg:2750;1st.prg:2799;1st.prg:2805;1st.prg:3379;1st.prg:3442;1st.prg:3443;1st.prg:3492;1st.prg:3498;1st.prg:4072;1st.prg:4135;1st.prg:4136;1st.prg:4185;1st.prg:4191;1st.prg:4765;1st.prg:4828;1st.prg:4829;1st.prg:4878;1st.prg:4884;1st.prg:5458;1st.prg:5521;1st.prg:5522;1st.prg:5571;1st.prg:5577;1st.prg:8099;1st.prg:8167;1st.prg:8168;1st.prg:8178;1st.prg:8184,1st.prg:94;1st.prg:201;1st.prg:2011;1st.prg:2118;1st.prg:2704;1st.prg:2811;1st.prg:3397;1st.prg:3504;1st.prg:4090;1st.prg:4197;1st.prg:4783;1st.prg:4890;1st.prg:5476;1st.prg:5583;1st.prg:8120;1st.prg:8190,设定值/目标位置,,高
SP_InCommutationStartup,local int,1st.prg:82;1st.prg:200;1st.prg:1999;1st.prg:2117;1st.prg:2692;1st.prg:2810;1st.prg:3385;1st.prg:3503;1st.prg:4078;1st.prg:4196;1st.prg:4771;1st.prg:4889;1st.prg:5464;1st.prg:5582;1st.prg:8105;1st.prg:8189,1st.prg:96;1st.prg:138;1st.prg:2013;1st.prg:2055;1st.prg:2706;1st.prg:2748;1st.prg:3399;1st.prg:3441;1st.prg:4092;1st.prg:4134;1st.prg:4785;1st.prg:4827;1st.prg:5478;1st.prg:5520;1st.prg:8122;1st.prg:8166,设定值/目标位置,,高
SP_Init_Offset,local real,1st.prg:29;1st.prg:93;1st.prg:727;1st.prg:1946;1st.prg:2010;1st.prg:2639;1st.prg:2703;1st.prg:3332;1st.prg:3396;1st.prg:4025;1st.prg:4089;1st.prg:4718;1st.prg:4782;1st.prg:5411;1st.prg:5475;1st.prg:8088;1st.prg:8119,1st.prg:67;1st.prg:1984;1st.prg:2677;1st.prg:3370;1st.prg:4063;1st.prg:4756;1st.prg:5449;1st.prg:8094,设定值/目标位置,,高
SP_Max_Search,local real,1st.prg:28;1st.prg:193;1st.prg:726;1st.prg:1945;1st.prg:2110;1st.prg:2638;1st.prg:2803;1st.prg:3331;1st.prg:3496;1st.prg:4024;1st.prg:4189;1st.prg:4717;1st.prg:4882;1st.prg:5410;1st.prg:5575;1st.prg:8087;1st.prg:8182,1st.prg:69;1st.prg:1986;1st.prg:2679;1st.prg:3372;1st.prg:4065;1st.prg:4758;1st.prg:5451;1st.prg:8096,设定值/目标位置,,高
SP_Modbus,global real,1st.prg:6643;1st.prg:7624;1st.prg:7691;1st.prg:7697;1st.prg:7703;1st.prg:8846;1st.prg:9484;1st.prg:9504;1st.prg:10848;1st.prg:10958;1st.prg:10963;1st.prg:10968;1st.prg:10972;1st.prg:10975;1st.prg:10978;1st.prg:10981;1st.prg:10984;1st.prg:10987;1st.prg:10997;1st.prg:11009;1st.prg:11011;1st.prg:11013;1st.prg:11015;1st.prg:11017;1st.prg:11019;1st.prg:11021;1st.prg:11023;1st.prg:11030;1st.prg:11033;1st.prg:11165;1st.prg:11175;1st.prg:11177;1st.prg:11179;1st.prg:11181;1st.prg:11183;1st.prg:11185;1st.prg:11187;1st.prg:11189,1st.prg:10923;1st.prg:10926;1st.prg:10928;1st.prg:10930;1st.prg:10931;1st.prg:10932;1st.prg:10933;1st.prg:10934;1st.prg:10935;1st.prg:10956;1st.prg:11007;1st.prg:11173,设定值/目标位置,,高
SP_Pitch,local real,1st.prg:79;1st.prg:127;1st.prg:1996;1st.prg:2044;1st.prg:2689;1st.prg:2737;1st.prg:3382;1st.prg:3430;1st.prg:4075;1st.prg:4123;1st.prg:4768;1st.prg:4816;1st.prg:5461;1st.prg:5509;1st.prg:8102;1st.prg:8155,1st.prg:85;1st.prg:2002;1st.prg:2695;1st.prg:3388;1st.prg:4081;1st.prg:4774;1st.prg:5467;1st.prg:8111,设定值/目标位置,,高
SP_RobotExt,global real,1st.prg:8229;1st.prg:8350;1st.prg:8358;1st.prg:8360;1st.prg:8420;1st.prg:8854,1st.prg:8325;1st.prg:8431;1st.prg:10033,设定值/目标位置,,高
SP_RobotRot,global real,1st.prg:8229;1st.prg:8448;1st.prg:8471;1st.prg:8492;1st.prg:8526;1st.prg:8664;1st.prg:8665;1st.prg:8667;1st.prg:8668;1st.prg:8684;1st.prg:8685;1st.prg:8687;1st.prg:8688;1st.prg:8854,1st.prg:8334;1st.prg:8336;1st.prg:8538;1st.prg:8542;1st.prg:8549;1st.prg:10039;1st.prg:10045,设定值/目标位置,,高
SP_Search_Vel,local real,1st.prg:26;1st.prg:103;1st.prg:104;1st.prg:127;1st.prg:193;1st.prg:724;1st.prg:1943;1st.prg:2020;1st.prg:2021;1st.prg:2044;1st.prg:2110;1st.prg:2636;1st.prg:2713;1st.prg:2714;1st.prg:2737;1st.prg:2803;1st.prg:3329;1st.prg:3406;1st.prg:3407;1st.prg:3430;1st.prg:3496;1st.prg:4022;1st.prg:4099;1st.prg:4100;1st.prg:4123;1st.prg:4189;1st.prg:4715;1st.prg:4792;1st.prg:4793;1st.prg:4816;1st.prg:4882;1st.prg:5408;1st.prg:5485;1st.prg:5486;1st.prg:5509;1st.prg:5575;1st.prg:8085;1st.prg:8155;1st.prg:8182,1st.prg:66;1st.prg:1983;1st.prg:2676;1st.prg:3369;1st.prg:4062;1st.prg:4755;1st.prg:5448;1st.prg:8093,设定值/目标位置,,高
SP_Settle_Time,local real,1st.prg:25;1st.prg:118;1st.prg:128;1st.prg:196;1st.prg:723;1st.prg:1942;1st.prg:2035;1st.prg:2045;1st.prg:2113;1st.prg:2635;1st.prg:2728;1st.prg:2738;1st.prg:2806;1st.prg:3328;1st.prg:3421;1st.prg:3431;1st.prg:3499;1st.prg:4021;1st.prg:4114;1st.prg:4124;1st.prg:4192;1st.prg:4714;1st.prg:4807;1st.prg:4817;1st.prg:4885;1st.prg:5407;1st.prg:5500;1st.prg:5510;1st.prg:5578;1st.prg:8084;1st.prg:8146;1st.prg:8156;1st.prg:8185,1st.prg:65;1st.prg:1982;1st.prg:2675;1st.prg:3368;1st.prg:4061;1st.prg:4754;1st.prg:5447;1st.prg:8092,设定值/目标位置,,高
SRLIMIT,unknown unknown,,1st.prg:9161;1st.prg:9171;1st.prg:9190,通用控制变量,,高
STJogging_Command,local int,1st.prg:6905;1st.prg:6996;1st.prg:7058;1st.prg:7060;1st.prg:7062,1st.prg:6916;1st.prg:6998;1st.prg:7000;1st.prg:7002,局部计算/临时变量,,低
STJogging_Command_Old,local int,1st.prg:6905;1st.prg:7058,1st.prg:6918;1st.prg:6996,局部计算/临时变量,,低
SWVersion0,global int tag 1002,1st.prg:11490,1st.prg:8925,通用控制变量,0,中
SWVersion1,global int tag 1202,1st.prg:11572,,通用控制变量,1,中
SWVersion2,global int tag 1102,1st.prg:11531,,通用控制变量,2,中
SWVersion3,global int tag 1302,1st.prg:11613,,通用控制变量,3,中
SWVersion4,global int tag 1402,1st.prg:11652,,通用控制变量,4,中
SWVersion5,global int tag 1602,1st.prg:11731,,通用控制变量,5,中
SWVersion6,global int tag 1502,1st.prg:11692,,通用控制变量,6,中
SWVersion7,global int tag 1702,1st.prg:11770,,通用控制变量,7,中
SafetyShutDownPressure0,global real tag 1016,1st.prg:11504,,压力控制相关,0,中
SafetyShutDownPressure1,global real tag 1216,1st.prg:1523;1st.prg:1779;1st.prg:1886;1st.prg:1887;1st.prg:1891;1st.prg:1892;1st.prg:11586,1st.prg:1522;1st.prg:1888,压力控制相关,1,中
SafetyShutDownPressure2,global real tag 1116,1st.prg:11545,,压力控制相关,2,中
SafetyShutDownPressure3,global real tag 1316,1st.prg:11626,,压力控制相关,3,中
SafetyShutDownPressure4,global real tag 1416,1st.prg:11666,,压力控制相关,4,中
SafetyShutDownPressure5,global real tag 1616,1st.prg:11744,,压力控制相关,5,中
SafetyShutDownPressure6,global real tag 1516,1st.prg:11705,,压力控制相关,6,中
SafetyShutDownPressure7,global real tag 1716,1st.prg:11783,,压力控制相关,7,中
SafetyShutDownPressure_Prev,local real,1st.prg:1391;1st.prg:1886;1st.prg:1888,1st.prg:1523;1st.prg:1891,压力控制相关,,中
SamplingTime,local real,1st.prg:7835;1st.prg:7852;1st.prg:7878;1st.prg:7896;1st.prg:7911;1st.prg:7927;1st.prg:7942,1st.prg:7839,局部计算/临时变量,,低
